张雪峰,Query time: 2024-01-14 22:16:25,likes,location,gender
张雪峰说，不要把孩子培养得太过老实，而是要教给他们七句话。首先，要大声说话，并勇敢地与人眼神接触。其次，不要害怕社交，也不要过分关注同学之间的感情。第三，学会拒绝不想做的事情，即使对方是老师也不能例外。第四，如果同学说你，可以直接回击。第五，如果有人想要你的东西，不要犹 张雪峰说，不要把孩子培养得太过老实，而是要教给他们七句话。首先，要大声说话，并勇敢地与人眼神接触。其次，不要害怕社交，也不要过分关注同学之间的感情。第三，学会拒绝不想做的事情，即使对方是老师也不能例外。第四，如果同学说你，可以直接回击。第五，如果有人想要你的东西，不要犹豫，直接问他：“你想用什么来交换？”第六，如果受到委屈，第一时间告诉父母，他们会永远支持你。最后，不要太在意老师对你的评价。这些都是教育孩子的重要感悟。我们应该鼓励孩子勇敢表达自己，接纳他们不优秀的一面，教导他们如何处理不公平待遇。,2023-12-25 11:19,0,其他,f
张雪峰说过，文科的都是服务业，我觉得说的没毛病。现在干啥不是服务业🙊 ,2023-12-25 11:17,0,其他,f
"有的小姐妹问是不是长的好看的医森，技术就不错？啊？！可别小看这位哦：成都丰胸张雪峰：面诊很细心，风格属于自然保守型,不会做得太夸张看这些了吗？艾剑英、董茂林、韩忠辉、张雪峰、杨迪、常双模、陈辉、肖海涛、金志昱、陈强做的好吗？经验丰富吗？集美们有想要了解的，来问就行了。 有的小姐妹问是不是长的好看的医森，技术就不错？啊？！可别小看这位哦：成都丰胸张雪峰：面诊很细心，风格属于自然保守型,不会做得太夸张看这些了吗？艾剑英、董茂林、韩忠辉、张雪峰、杨迪、常双模、陈辉、肖海涛、金志昱、陈强做的好吗？经验丰富吗？集美们有想要了解的，来问就行了。",2023-12-25 11:15,1,北京,f
我宣布！张雪峰你真的配享太庙啊啊！！！  ,2023-12-25 11:10,5,宁夏,f
//:想想谁在控制舆论影响力，谁在利用传播渠道的资源进行价值引导，普通人为自己利益发声，如果不能被利用反体制，能给你多少曝光率？,2023-12-25 11:08,0,江苏,f
张献忠是对的//:,2023-12-25 11:04,0,福建,m
艹//:浙江是草莓大省。建德奶油草莓全国有名。新草莓上市季节，杭州卫健委的新媒体小编拆自家草莓的台，感觉这已经不止是“丧心病狂”的问题了。//:张雪峰是对的～杭城某老牌交通广播的公号内容一直如此博眼球丧心病狂,2023-12-25 11:02,0,浙江,m
张雪峰说考研就业的视频,2023-12-25 10:58,0,其他,m
我突然想起看张雪峰老师连线家长的一幕，家长笑嘻嘻地说高中生孩子因为怕被生物老师再打所以先做生物再做其它科目，我的心情和张老师的震惊脸表达了一个意思：中国的家长到底要在哪一年才能【进化到】无条件站在自己的孩子背后保护他们！保护他们！！ ,2023-12-25 10:53,0,海外,m
//:气死我了//:这让我毛骨悚然。潜移默化扭曲社会价值。,2023-12-25 10:51,0,浙江,f
【考研政治简单”上热搜，张雪峰提醒】12月23日，2024年全国硕士研究生招生考试拉开帷幕。一大早，“图书馆空了”便冲上了热搜第一。,2023-12-25 10:51,1,江苏,f
张雪峰,2023-12-25 10:47,0,山东,m
有人说，张雪峰给高中生说的10句话很实在，要是过去没看到，现在看到都不晚！1、高考是你一生中，是可以改变命运的最佳机会！它独特有两点：一是成败由你掌握，二是相对来说它最公平。2、高中三大主科：语数英！你最低要考300分，不然无缘一本。如果你要上985，三门主科要考360分，三门副科都得上8 有人说，张雪峰给高中生说的10句话很实在，要是过去没看到，现在看到都不晚！1、高考是你一生中，是可以改变命运的最佳机会！它独特有两点：一是成败由你掌握，二是相对来说它最公平。2、高中三大主科：语数英！你最低要考300分，不然无缘一本。如果你要上985，三门主科要考360分，三门副科都得上80分。3、高中生考大学，公认的三大阻碍：玩手机，谈恋爱，叛逆期。4、每次模拟考试的成功或失利，并不能代表你的高考水平。但你记住：运气与状态决定你的上限，但实力决定你的下限！5、高中英语3600单词都认不全，英语不可能考120分！还有，你买菜的时候确实用不上英语，但是它能决定你在哪儿买菜。6、高中生记住：不要迷信刷题，更不能不刷题！什么意思? 不要假努力只刷会的题，应该多刷不会的题。因为做题数量跟分数没有关系，质量跟分数才有关系！7、一般来说，任课老师会陪你三年！别讨厌她，更不要因为她，不喜欢她教的的科目。另外，老师不是魔鬼，所以别害怕问老师题目。8、高中没必要搞人际关系，优生没时间，差生爱成群！你问问爸爸妈妈，有多少高中同学还有联系？9、身体是学习的本钱！特别是高三后期。学业的压力，让很多弱不禁风的优生，总是因为生病，三天两头请假。所以，学会劳逸结合！坚持适度原则，该学习时就心无旁骛，该休息时就卸下包袱，跑跑步，打打球。10、三年高中，一千个日夜。学业压力，同学相处，未来憧憬。你心里有想法，或者有困难时候，可以找父母或者老师倾诉。一是说出来，比闷在心里更舒服。二是父母老师都会尽力帮你度过难关。,2023-12-25 10:46,52,福建,f
张雪峰老师想了想说， “学文科…很好，是根据客户心理提供情绪价值的工作”。俺：中文博大精深 ,2023-12-25 10:45,0,北京,f
张雪峰老师真的太厉害了,2023-12-25 10:39,0,甘肃,f
【🐰】 刘亦菲的那部剧去有风的地方，小朋友：不要听张雪峰胡说八道。张雪峰：小朋友你考研吗？这算是张雪峰去有风的地方意外联动吗？ ,2023-12-25 10:29,217,上海,f
,2023-12-25 10:27,0,陕西,m
张雪峰又上分系列。明明原因是非法出版并获利千万，非要用“女”“研究生”“黄书”来引导。不过确实这样更有热度呢。呵呵。 ,2023-12-25 10:20,0,其他,m
复式的笔试怎么过?来来来，张雪峰老师教你哦～,2023-12-25 10:18,199,甘肃,m
世界上没有绝对的善人与恶人，就算喜欢老师，但是他是你的老师，能决定你以后登多大的平台，人该服软的时候要学会服软,2023-12-25 10:18,143,甘肃,m
安徽孩子在吉林上大学，嫌天气冷总生病，老张：你身体不好多锻炼,2023-12-25 10:13,13,其他,m
司马标题党，张雪峰疯狂分,2023-12-25 10:12,0,广东,m
张雪峰谈钱途最好的专业,2023-12-25 10:04,3,辽宁,f
张雪峰：这社会有两种地位，我们努力的的意义在于让身边的人能过的轻松,2023-12-25 10:01,7,上海,m
//:想想谁在控制舆论影响力，谁在利用传播渠道的资源进行价值引导，普通人为自己利益发声，如果不能被利用反体制，能给你多少曝光率？,2023-12-25 09:54,0,上海,m
每个土象都这么做的，起码我身边的，真的每一个都这样😂，好奇土象还去听张雪峰的吗？现实打手活法。预约私信,2023-12-25 09:53,0,其他,m
"天呐！太厉害了！张雪峰老师把高考志愿填报十大铁律给大家整理出来了：铁律一：普通家庭靠自己，优选医学、军校、师范生。铁律二：富裕家庭子承父业，首选金融、经济和管理。铁律三：毕业想高薪起步，名校电子通信、计算机。铁律四：人工智能大数据，名校师资有保障。铁律五：如无名校之能，莫进 天呐！太厉害了！张雪峰老师把高考志愿填报十大铁律给大家整理出来了：铁律一：普通家庭靠自己，优选医学、军校、师范生。铁律二：富裕家庭子承父业，首选金融、经济和管理。铁律三：毕业想高薪起步，名校电子通信、计算机。铁律四：人工智能大数据，名校师资有保障。铁律五：如无名校之能，莫进经管之院。铁律六：""生、化、环、材""慎选择，不读硕博莫接触。铁律七：农林、地矿、石油和土建，风雨野外常相伴。铁律八：艺术之路费钱又费力，天赋、人脉、运气皆需备。铁律九：医学法学路漫漫，学成自有好前程；法学还要拼证书。铁律十：天才之志在改变世界，平凡之人求一份好工作；认清自己最重要。",2023-12-25 09:53,0,其他,f
张雪峰所言非虚//:张雪峰再上分。,2023-12-25 09:44,0,天津,m
"天呐！太厉害了！张雪峰老师把高考志愿填报十大铁律给大家整理出来了：铁律一：普通家庭靠自己，优选医学、军校、师范生。铁律二：富裕家庭子承父业，首选金融、经济和管理。铁律三：毕业想高薪起步，名校电子通信、计算机。铁律四：人工智能大数据，名校师资有保障。铁律五：如无名校之能，莫进 天呐！太厉害了！张雪峰老师把高考志愿填报十大铁律给大家整理出来了：铁律一：普通家庭靠自己，优选医学、军校、师范生。铁律二：富裕家庭子承父业，首选金融、经济和管理。铁律三：毕业想高薪起步，名校电子通信、计算机。铁律四：人工智能大数据，名校师资有保障。铁律五：如无名校之能，莫进经管之院。铁律六：""生、化、环、材""慎选择，不读硕博莫接触。铁律七：农林、地矿、石油和土建，风雨野外常相伴。铁律八：艺术之路费钱又费力，天赋、人脉、运气皆需备。铁律九：医学法学路漫漫，学成自有好前程；法学还要拼证书。铁律十：天才之志在改变世界，平凡之人求一份好工作；认清自己最重要。",2023-12-25 09:42,2,四川,f
真是痛苦了想起张雪峰讲过冻鼻子的段子了,2023-12-25 09:34,0,河北,m
《张雪峰： 经常对孩子说这五句话，相信孩子很快会开窍！  第一句，告诉孩子，学习的本质是自》浏览量：179万点赞量：3058,2023-12-25 09:32,0,辽宁,m
山东没那么冷，但是零下肯定是有的。撒比才坐在零下的室外吃烧烤。坐室内吃吃火锅他不暖和吗？//:可以让文章作者在零下20度的室外坐几个小时试试//:你们发出的每一条新闻，都在证明张雪峰是多么的正确！,2023-12-25 09:31,0,北京,m
传媒专业。。。张雪峰老师说不要上的那个专业//:非常同意，所谓传媒人的文科背景 ，在逻辑，数理，批判性思维方面，深度思考和判断，甚至提问的能力太弱，而主观“表现”的意愿太强,2023-12-25 09:22,0,北京,m
别的媒体发也就算了也这样发，对老百姓的误导更大啊！//:张雪峰是对的～杭城某老牌交通广播的公号内容一直如此博眼球丧心病狂//:水哥你瞅瞅啥啊这,2023-12-25 09:18,0,北京,m
先收藏一下张雪峰的建议,2023-12-25 09:16,0,河北,f
//:张雪峰是对的～杭城某老牌交通广播的公号内容一直如此博眼球丧心病狂//:水哥你瞅瞅啥啊这,2023-12-25 09:14,0,北京,m
我在想，对于相当一部分认为陶勇在女儿生日的做法没问题的男性，他们内心可能也向往成为陶勇这样的父亲。那他们肯定很讨厌张雪峰这种父亲，因为他太爱太宠溺女儿了，把女儿当小公主一样。 ,2023-12-25 08:43,77,海外,m
老天爷，昨晚在梦里和张雪峰谈恋爱，真是太甜了……醒来回味无穷…… ,2023-12-25 08:20,9,上海,f
这段话张雪峰说孩子能听，家长说孩子就不一定听//:不仅是职业规划老师，更是人生方向引导老师。能得到他指点的孩子真是幸运,2023-12-25 08:13,0,黑龙江,f
二月兰花海（使用App创作）,2023-12-25 08:06,0,黑龙江,m
张雪峰被称为考研届的相声演员,2023-12-25 07:59,5,香港,m
张雪峰说，不要把孩子培养得太过老实，而是要教给他们七句话。首先，要大声说话，并勇敢地与人眼神接触。其次，不要害怕社交，也不要过分关注同学之间的感情。第三，学会拒绝不想做的事情，即使对方是老师也不能例外。第四，如果同学说你，可以直接回击。第五，如果有人想要你的东西，不要犹 张雪峰说，不要把孩子培养得太过老实，而是要教给他们七句话。首先，要大声说话，并勇敢地与人眼神接触。其次，不要害怕社交，也不要过分关注同学之间的感情。第三，学会拒绝不想做的事情，即使对方是老师也不能例外。第四，如果同学说你，可以直接回击。第五，如果有人想要你的东西，不要犹豫，直接问他：“你想用什么来交换？”第六，如果受到委屈，第一时间告诉父母，他们会永远支持你。最后，不要太在意老师对你的评价。这些都是教育孩子的重要感悟。我们应该鼓励孩子勇敢表达自己，接纳他们不优秀的一面，教导他们如何处理不公平待遇。,2023-12-25 07:46,0,北京,m
张雪峰老师把大学四年的最佳安排都整理出来了！赶紧收藏！ ,2023-12-25 07:43,0,甘肃,f
张雪峰,2023-12-25 07:35,0,上海,m
只能说张雪峰持续上分 ,2023-12-25 07:15,0,辽宁,f
张雪峰大学四年最佳安排,2023-12-25 07:10,0,湖北,f
这一刻他们拾起了多少人的读书梦 .董宇辉 .撒贝宁 .张雪峰 .罗翔 .李雪琴 ..,2023-12-25 07:01,1,浙江,m
张雪峰老师,2023-12-25 07:00,0,其他,m
为什么之前很多人喜欢张雪峰，现在却很讨厌？ ,2023-12-25 07:00,3,其他,f
,2023-12-25 06:55,0,江苏,m
张雪峰专业,2023-12-25 06:54,0,河北,m
张雪峰//:转发微博,2023-12-25 06:46,0,其他,m
,2023-12-25 06:19,0,四川,m
它们在反复证明//:浙江是草莓大省。建德奶油草莓全国有名。新草莓上市季节，杭州卫健委的新媒体小编拆自家草莓的台，感觉这已经不止是“丧心病狂”的问题了。//:张雪峰是对的～杭城某老牌交通广播的公号内容一直如此博眼球丧心病狂,2023-12-25 06:13,0,上海,f
当初要是有张雪峰指导高考填报志愿或者考研就好了。这个时代的信息差真的太重要了，农村人坐井观天，眼界带来的认知狭隘，真的是太可怕了。真的庆幸自己年轻的时候尽管没有考上好的专业，但是起码努力过了，也很有勇气走出舒适区考研转博什么的。希望以后找个好工作吧，咱就是说。 ,2023-12-25 05:37,0,其他,m
张雪峰老师配享太庙！专业选择最全整理来了，太厉害了！赶紧收藏！ ,2023-12-25 04:43,0,河北,m
哈哈哈哈哈电商判官罗永浩  一开始有点错怪罗哥了道歉,2023-12-25 04:08,0,其他,m
哈哈哈哈哈电商判官罗永浩  一开始有点错怪罗哥了道歉,2023-12-25 04:06,0,山东,m
张雪峰说，不要把孩子培养得太过老实，而是要教给他们七句话。首先，要大声说话，并勇敢地与人眼神接触。其次，不要害怕社交，也不要过分关注同学之间的感情。第三，学会拒绝不想做的事情，即使对方是老师也不能例外。第四，如果同学说你，可以直接回击。第五，如果有人想要 张雪峰说，不要把孩子培养得太过老实，而是要教给他们七句话。首先，要大声说话，并勇敢地与人眼神接触。其次，不要害怕社交，也不要过分关注同学之间的感情。第三，学会拒绝不想做的事情，即使对方是老师也不能例外。第四，如果同学说你，可以直接回击。第五，如果有人想要你的东西，不要犹豫，直接问他：“你想用什么来交换？”第六，如果受到委屈，第一时间告诉父母，他们会永远支持你。最后，不要太在意老师对你的评价。这些都是教育孩子的重要感悟。我们应该鼓励孩子勇敢表达自己，接纳他们不优秀的一面，教导他们如何处理不公平待遇。(总裁精粹),2023-12-25 03:12,1,北京,m
张雪峰老师选专业分析,2023-12-25 03:02,0,四川,f
,2023-12-25 02:47,6,其他,f
可不要霞看野生工课案例了，好多很会搞忽悠吴江山（吸收慢，效果自然）张雪峰（腿相对比较多，部分案例还不错，有的一般，审美比较中式）,2023-12-25 02:39,0,湖南,f
其实一直很焦虑，不是因为期末考试，期末考试算个屁，这一年真的卷，和家人呆的时间不超过半个月，暑假仅仅和家人呆了一个星期，很想家，压力很大不过大晚上看到这个，确实很好笑！！！,2023-12-25 02:13,0,河南,f
我们本来就是教育先于产业先行，进行专业规划，而现在又不完全不是计划经济年代，总有调节失灵的时候//:所以张雪峰存在的意义就是通过市场来调节招生，既然行政命令不管用那就用市场来调节,2023-12-25 01:18,0,黑龙江,m
张雪峰恐怕要失望了，可能这次真的会让他给说中了。有个宁夏高三的学生连到了张雪峰，孩子说因为他感冒了，所以请假在家，看张雪峰的直播，然后居然连上了张雪峰。这个孩子说，其实之前他连过一次张雪峰，当时他考了521，而这次考试，他考了542，排名从24到11了。然后之前连到的那次，张雪峰推荐他 张雪峰恐怕要失望了，可能这次真的会让他给说中了。有个宁夏高三的学生连到了张雪峰，孩子说因为他感冒了，所以请假在家，看张雪峰的直播，然后居然连上了张雪峰。这个孩子说，其实之前他连过一次张雪峰，当时他考了521，而这次考试，他考了542，排名从24到11了。然后之前连到的那次，张雪峰推荐他学计算机或电子信息。于是孩子便去问自己的老师，然后他老师告诉他说，现在企业招人都要招985、211的。但张老师你给我推荐的那个四电四邮，好像没有985、211的。所以以后如果企业招人的话，是不是都是只要985、211的，不会去四电四邮招聘呢？张雪峰听罢，问道，那同学你觉得那些不是985、211的大学生，他们都去哪了？孩子听罢，没有直接回答张雪峰的问题，而是说道，我是家里可能能考上大学的第一个人，所以对这个也不太了解。然后我们老师说，能上985、211，还是尽量上985、211。张雪峰听罢，意味深长的说道，那你可以信他的。孩子没有直接回答，还是继续问道，我就是想问一下，企业真的就只招985、211的，不招其他学校的吗？张雪峰见状，答道，不是，绝对不是。孩子听罢，惊讶的问道，是吗，真的吗？然后他又继续说他的英语不太好，从小就对英语不太感冒，不过最近英语从60多分提到80多分。然后现在他老师也让他好好学英语，说能把英语从60多分提到100多分，就更好了。现在我就是想问一下，当时你给我推荐的四电四邮，那如果我能把英语从60分提到100分，我还有更多的选择吗？张雪峰听罢，说道，同学，四电四邮也有分高分低的，你那个分是四电四邮的底限，而四电四邮的上限，你可能还够不到。我给你举个简单的例子。四个电子科技大学，从成都电子科大，到西安电子科大，杭州电子科大，桂林电子科大，他在你们省的话，这四个电子科大的分数最大差距可能有100分。你如果家庭条件不太好的话，我可以告诉你，这几个学校的这种专业毕业以后，他的起薪是很不错的。孩子听罢，问道，那一个月能有六七千吗？张雪峰听罢，问道，六七千？你要是西电的话，你是五五西电。孩子听罢，说道，我们家人说电气啥的也行，电气怎么样呢？张雪峰答道，电气也不错，但是电气他的底限高，上限不太高。我给你举个例子，电气，如果说你上到一个比较好的学校，你能够进入到国家电网公司，你的底线在怎么着，可能也不会低于20个w。但是你学了电气，你说你要突破40个w，那比较难。但是你学了像电子信息这种专业的话，你的底线可能会低于20个w，但上限就不好说，没法说。孩子听罢，说道，这样啊，明白了。然后孩子又问道，老师，你不是推荐我学电子信息和计算机吗，那这两个有什么区别呢？张雪峰答道，计算机是纯软件，电子信息是硬件加软件。孩子听罢，说道，我的数学也就120多分，这些专业能学吗？张雪峰答道，能学。孩子继续问到，我比较偏向于那种动手能力强，实践性强的专业。张雪峰答道，那电子信息你更适合。孩子听罢，说道，因为我家没有电脑，父母也没接触过电脑，所以我不知道到时会不会学不明白。张雪峰听罢，说道，孩子，电子信息很适合你，我再说句不是很恰当的话啊，我从小也没有接触过报志愿，但也不影响我现在的成就。所以孩子你不要说因为你从小没有接触过什么东西，学的比别人晚，就害怕。怕的是你比别人晚，你就自暴自弃，你就放弃。所以你不要觉得说，我高中段，可能家里条件没那么好，没接触过编程，起步晚，就怎样怎样。你要知道，在时间面前，一切技术壁垒都是纸老虎。所以，这个你不用有所顾虑。在张雪峰与这个孩子连麦结束以后，张雪峰担忧的说道，我十分担心这个孩子将来报志愿时，会被他的老师说服，报到211，甚至985的其他边缘专业，十分担心。其实，张雪峰的担心太正常了。因为这个孩子可能还小，不知道学校的一些规则，但已经大学毕业的，了解学校的规则的都知道，这里面的坑太深了。因为有些学校他是有kpi的，有考核的，你能考985、211，那就是老师，学校的考核成绩啊。所以如果这个孩子到时考的分还不错的话，很有可能老师、甚至校长，学校其他领导都会来劝说孩子读985、211，你说谁会对钱，对绩效过不去呢，只可惜最后可能耽误的就是孩子了。其实，高考报志愿是一项很细致的工作，要考虑的东西有很多，比如考虑大学毕业以后的就业状况，是否给自己留考公机会，哪些专业需要读研读博、文科和理科，到底要重专业还是重地域等很多问题，都需要考虑，而不仅仅只觉得不浪费分就可以了。,2023-12-25 01:00,204,广东,f
张雪峰推荐,2023-12-25 00:56,0,其他,m
就是朊病毒啊…又不是第一次检出了…张雪峰说的真是没毛病 ,2023-12-25 00:51,0,陕西,f
//:回复:刹B 5-6月就说过了 结果你们新闻说的好像我们是突然宣布一样 张雪峰是对的//:6月的事情 变新闻了,2023-12-25 00:48,0,其他,m
张雪峰大学规划,2023-12-25 00:47,1,湖北,f
下雪了…张雪峰 ,2023-12-25 00:32,10,海南,f
"有的小可爱是想要了解技术稳定的，但是自己又分不清楚你看看这一个：成都自体脂肪隆胸张雪峰：面诊很细心，风格属于自然保守型,不会做得太夸张这就来给大家理一理成都汪国义、蒲于红、郭世伟、成都陈国双、艾剑英、达文、成都苗刘玉、官小书、蔡灵做的好吗？怎么样？评价怎么样？ 想细瞅 有的小可爱是想要了解技术稳定的，但是自己又分不清楚你看看这一个：成都自体脂肪隆胸张雪峰：面诊很细心，风格属于自然保守型,不会做得太夸张这就来给大家理一理成都汪国义、蒲于红、郭世伟、成都陈国双、艾剑英、达文、成都苗刘玉、官小书、蔡灵做的好吗？怎么样？评价怎么样？ 想细瞅哪些？来问跳跳就是",2023-12-25 00:15,1,广东,f
甘肃成绩五百左右，张老师给出建议，选个甘肃一本院校,2023-12-25 00:07,6,其他,m
2023，有的相伴真的泰酷啦！2024与我一起用超光影记录超影像！让我们继续携手在微博陪伴度过新的一年~,2023-12-25 00:04,0,河北,f
近期一女大学生跟张雪峰连线，吐槽自己父母给的生活费少，说七八年前姐姐上大学时一个月给生活费800，现在自己上大学，生活费只给1000，连一个保温杯都买不起。张雪峰问女孩保温杯多少钱？女孩说三四百。直播间瞬间风起云涌，网友都惊呆了，什么保温杯要三四百，张雪峰说自己的保温杯才39块9。网友表 近期一女大学生跟张雪峰连线，吐槽自己父母给的生活费少，说七八年前姐姐上大学时一个月给生活费800，现在自己上大学，生活费只给1000，连一个保温杯都买不起。张雪峰问女孩保温杯多少钱？女孩说三四百。直播间瞬间风起云涌，网友都惊呆了，什么保温杯要三四百，张雪峰说自己的保温杯才39块9。网友表示，就现在这物价，在大学里一个月一千五到二千生活费能维持一个正常的生活和学习，各地区略有差距，但也就是一千五到二千的差距，一千块的确是有点少了！也有网友认为，400保温杯这孩子有点过分了，但是说实话现在的物价和生活一千一个月的生活费还是低了，一天33块钱，一日三餐，平均每顿饭11块钱，这中间还没算吃点小零食、买瓶饮料、手机费等，其他和同学逛个街吃个饭等交流活动更不可能了，当然如果有人非要拿贫困地区吃不上饭还要打工干活的孩子来举例子那我也没办法！对此，各位网友 你们有什么看法呢 ！,2023-12-25 00:00,14,福建,f
是什么原因让别害怕冲突#  #好书分享推荐#  #人际交往#,2023-12-25 00:00,0,北京,m
