SpaceX「星舰」第三次试飞，达到环绕速度，重返大气层过程中失去信号，任务提前结束，有哪些看点？,gender,comments,likes,updated_time,IP
殖人们也别踩一捧一了。马斯克这人的层次已经超越国家，他一只脚已经迈入了人类历史伟人之林。星舰第三次试飞的成功发射，证明了马斯克快速迭代理论的可行性。也就是说，在我们的有生之年，在马斯克的有生之年，我们很可能看到人类“殖民火星”（在火星上建成人类聚居点）。可以说，马斯克他本人是将“殖民火星”当做他一生的使命来做的。我们可以代入一下马斯克的视角，一个天才，一个天才理科生的视角，思考一下，如果他想跟牛顿、爱因斯坦一样名垂人类史册，该怎么做？从人类史的角度看，在当今时代，做什么能在未来所有国家的教科书上都留下自己的名字呢？答案便是“殖民火星”——这个最有可能实现大规模移居的星球，一旦成功，那就是永垂不朽，将来银河系每个殖民星球上都将伫立着他的雕像。说真的，星舰项目要是成了，马斯克带领人类成功殖民火星，他就是人类历史上最伟大的人物之一。在遥远的未来，当人类的足迹踏遍整个银河系，马斯克今天对于“地球文明”的开拓之功，堪比3.5亿年前，第一只从海洋踏上陆地的鱼。在这个永载史册的“不世功勋”面前，SpaceX、或者说星舰项目在马斯克心中的地位之高是无可争议的，甚至创建特斯拉本身也在为“殖民火星”这个目标服务。分析马斯克的创业经历可以发现，马斯克1995年创建Zip2，1999年3亿美元卖掉，他获得了2200万美元的第一桶金；随后马斯克创建PayPal，2002年15亿美元卖掉，31岁的马斯克拿到了其中的1.65亿美元。Zip2、PayPal在某种程度上是马斯克为“梦想”做的准备，毕竟完成“殖民火星”这个项目，没有钱是万万不能的。2002年，马斯克创立SpaceX，从此以后他再也没有卖过任何一家公司。2004年，马斯克向注资特斯拉汽车并成为董事长，原因可能是火星上没有石油，想要实现“大规模移民”必须发展电动车。2006年，马斯克创办SolarCity，现已成为全美国最大的太阳能发电公司，太阳能对“火星基地”的作用不言而喻。2013年，马斯克提出超级高铁（Hyperloop），这套系统的运输舱运行于减压、近真空的管路中，以太阳能供应的电磁悬浮原理轨道中行驶，因此能大幅降低阻力，期望能使列车加速达每小时1080公里。要知道火星表面空气密度是地球大气1%，天然的近真空环境，这更像是个火星列车项目，用于火星城市间的通勤。2016年，马斯克创办The boring company，是一家基础设施和隧道建设公司，该公司表示，试验隧道可以用于超级高铁研发。当然，火星上的挖掘作业也必不可少。在创办SpaceX后，马斯克大量创业项目都围绕着“火星殖民”计划进行，而他正在用一个又一个商业奇迹将计划有条不紊地向前推进。星舰是马斯克“火星殖民”计划中的重要一部，而且在稳步推进之中，他正走在成为伟人的康庄大道上，每一步都是在创造历史。对于“人生”，《寻梦环游记》有这样一段论述：人的一生，要死去三次。第一次，当你的心跳停止，呼吸消逝，你在生物学上被宣告了死亡；第二次，当你下葬，人们穿着黑衣出席你的葬礼，他们宣告，你在这个社会上不复存在，你从人际关系网里消逝；而第三次死亡，是这个世界上最后一个记得你的人，把你忘记，于是，你就真正地死去。整个宇宙都将不再和你有关。这种想在死后留下点什么的心理广泛存在于人类群体之中。在中国，有“立德、立功、立言”的“三不朽”，讲光宗耀祖，讲青史留名。为集体做出的贡献越大，就越会被人记住，记得更久。马斯克个人的成就其实跟人类的星际成就直接相关，人类在银河系、在宇宙的“星际殖民”越成功，他作为开拓者的荣誉就越大。站在一万年后看现在，要是马斯克真成了，当下80亿地球人里能留下名字的，估计只有马斯克了，至于拜登、特朗普这样无足轻重的“小人物”，还得蹭马斯克的星光，在《马斯克传》的角落中幸运地留下姓名。所以说，站在马斯克的高度，人类历史的高度，他会如何看中美之争？会用星舰帮美国政府对付中国吗？不会！对于马斯克来说，当下最重要的是世界和平。如果中美、美俄开战，必将导致星舰武器化，无论是中俄破坏，还是美国逼迫，都将让他用星舰“殖民火星”的计划破产。“殖民火星”计划是马斯克的根本利益，所以必须竭尽所能阻止中美、美俄的敌对情绪恶化下去，阻止战争的发生。马斯克在美国极端的舆论环境中看到了中美开战、美俄开战的隐患。所以他买下推特（X），试图扭转美国的仇中、仇俄舆论，所以他对于中国、俄罗斯、巴勒斯坦的中立言论在美国的政客、资本家中格格不入。马斯克想要和平，他不允许华盛顿那帮执着于蜗角之争的虫豸破坏他“殖民火星”的伟业。对于马斯克来说，他跟提倡人类命运共同体的中国还有共同语言，而美国华盛顿的那帮唯恐天下不乱的虫豸则是他最大的敌人。所以说，我们不应该把马斯克看成一个纯粹的美国人，星舰是全人类的成就。他跟中国也存在很大的合作空间，如果哪天美国成了他实现“殖民火星”的阻碍，马斯克完全可以来找中国。当然了，人类殖民星际的历史是一块大蛋糕，我们不应该让马斯克专美于前，也要留下我们中国人自己的名字，中国航天人得努力啊。,1,1,18,1710427481,江苏
今年36了，是不是有生之年可以看到人类登陆火星？,1,7,4,1710427411,湖南
没看到烟花失望,-1,0,1,1710427298,吉林
还是美国人的新闻写的好啊。-----------------补充一下翻译-------------星际飞船丢了，但取得了重大进展SpaceX失去了与其两个关键通信系统的联系：一是与Starlink（SpaceX的互联网服务）的联系，二是与TDRSS（跟踪与数据中继卫星系统）的联系。同时失去这两个系统的联系暗示着星际飞船可能已经解体。SpaceX的Dan Huot刚刚宣布：“我们现在做出判断，我们已经失去了（这艘）飞船，”他说。“今天不会有飞船着陆，但再次看到我们这次取得的巨大进步实在是令人难以置信。” SpaceX在过去的两次飞行测试中，比这次要早得多就失去了Starship和超重型助推器。SpaceX通常将这些早期试飞中的失败视为正常情况。这些飞行测试的目标是收集关键数据，以便工程师们可以回去对Starship进行调整，为未来的任务改进它。,1,1,4,1710427272,美国
星舰项目是马斯克和他的SpaceX公司一直以来积极推动太空探索技术的发展最典型的例子。尽管此前的两次尝试发射都没有取得预期的成功，但正所谓“失败乃成功之母”，所以从这方面来看，两次发射也并不是完全没收获。可以说马斯克和SpaceX公司的每一次尝试，都积累了宝贵的经验，为此后的技术改进和发展积累经验。星舰计划是一个极具挑战性的任务，它的最终目标是运送宇航员往返地月并登陆火星。星舰“已达到环绕速度”，意味着在此方面已经取得了较大的进展，所以马斯克向星舰团队表达祝贺，也是在情理之中。SpaceX「星舰」重型运载火箭第三次试飞，是在前两次试飞均以失败告终的情况下进行的，并且这次试飞成功达到环绕速度，这标志着SpaceX在重型运载火箭技术方面取得了显著的突破。这对于未来的商业发射和深空探索任务至关重要。按照设计，星舰火箭能够搭载大量货物和人员前往太空，甚至实现登陆火星等深空探索任务。如果此次试飞取得较大的成功，毫无疑问，未来星舰火箭的商业价值将会更上一层楼。尤其是随着商业航天市场的不断发展，竞争也日益激烈。SpaceX作为这一领域的领军企业，旗下星舰火箭的成功试飞无疑将进一步巩固其在市场中的地位。,1,0,2,1710427266,广东
漂亮https://www.zhihu.com/video/1751739230089297920,0,0,10,1710427219,北京
鉴于SpaceX在俄乌战争的表现，以及美国对我国的敌视态度，任何SpaceX的成功对我都是打击，甚至任何买特斯拉品牌的车在我看来都是资敌。,1,16,0,1710427213,湖南
看完了整个过程，我的疑问是星舰飞船，也就是Ship21最终可能去了哪儿？是直接摔进了海里，还是掉到了地面上，抑或是在大气层烧没了？每次试飞都能前进一步， 后院里还备着4发，可以说非常稳了。希望我们也能早点实现太空旅游~ ,-1,4,7,1710427186,北京
一级掉了，不过掉就掉了吧，不影响市场。反正客户关心的是把我的货送上去，你的推进器没能回收关我P事。所以说，商业逻辑上算是成功的。,1,5,4,1710427172,湖南
没有完全成功，只能说太可惜了。两级火箭都有没有完成的部分，给诸位看一下星舰第三次试飞的目标，觉得不清晰可以自己找一下。可以看到第二次在分离时失败了。而这一次一级火箭着陆点点火没有完全成功。二级火箭减速失败。若是普通火箭此刻已然皆大欢喜。可惜是空X，只能说有非常非常大的进步了，也算完成了基本的测试了，但是距离最终目标还是有很大的差距。希望下一次能成功吧。,-1,3,3,1710427160,江苏
又直接跨过重新登月，直接登顶火星了？,-1,0,2,1710427134,江苏
热烈祝贺，这是人类历史上浓墨重彩的一笔，这绝对值得所有理性的人高兴，不过在b站看直播实在是难绷，不是中药丸就是中特赢，一个up主的直播间连续禁言了好几个，尊重科学发展的客观规律，承认中国航天的好与不好，对于某些群体还是太难了,0,0,2,1710427076,海南
这颗人类历史上最大的火箭成功入轨了，恭喜马斯克，Space X的一小步，人类的一大步！,1,1,4,1710427073,江苏
文字直播结束，不再更新。谢谢大家一小时的陪伴。星舰成功进入预定轨道，在轨加注演示完成，但一级软着陆于海面失败。猛禽发动机重新点火演示取消。     再入非常美丽，SpaceX宣布星舰第三发已丢失。WE HAVE LOST IT。     到目前为止，这次发射算是星舰向前进了一大步，但是直播的背景音乐选得真是糟糕。22:16 信号中断中，最后数据在 T+49:35m，海拔65公里高度，速度7.14 公里/秒，然后再入信号丢失。现在等待再入完成后是否能再次收到信号22:·13 再入信号还可以22:12 OHH 从来没见过这个场景，好美的等离子体，cool这应该是我们第一次看到大气层再入时的实时图像22:10 下降至105KM，有点翻滚，这对再入来说不是什么好兆头猛禽发动机重新点火演示取消21:56 星舰在太空中使用RCS，能看到“小瓷砖儿”掉了几块21:50 内部给了特写。有效载荷门正在关闭中。在轨加油demo演示完毕，超出我的期待。画面有点断，我好像看到有效载荷门似乎在关闭过程时弹开来了....21:35 有效载荷门打开。单发人造物单体在太空中游荡中。21:34，星舰发动机切断，所有发动机都正常工作。助推器已挂/21:32 OHHH ，助推器好像出问题，网格鳍抖动过大，不稳定一级助推器的最后一秒镜头，发动机一个白点儿，网格鳍疯狂摇摆21:30 一级助推正在返回21:27 助推器 MECO（发动机关闭），热分离21:26 过MaxQ点21:25 点火升空！T-3.14目前倒计时还算稳定。还有4分钟。小提示：即使今天的星舰发射一切按计划进行，最后的结果仍然是“爆炸”，所以不要再被“星舰又炸了”的标题党给涮了。如果不爆炸才是大新闻（虽然不可能）。这次的主要看点，一个是是否能比上一次走得更远，一个是能否成功打开和关上星舰有效载荷释放口，虽然这次没有真的带载荷上去，那么再期待一下能看到推进剂转移和猛禽在轨二次启动。另外，这一次如果星舰能够顺利受控重返大气层，那么就能收集到超过5马赫的再入数据。看看这次直播信号会不会断。另外，这次计划再入的地点，是土澳西面的印度洋上空，如果能在ship28能在再入时幸存下来，那也有点意思。,1,243,840,1710427042,上海
2024年3月14日，马斯克向星舰团队表达祝贺，星舰“已达到环绕速度”。那么，什么是环绕速度呢？环绕速度分为以下三种：第一宇宙速度(环绕速度)：卫星绕地球运转最小轨道速度，又叫近地轨道速度，即7.9 km/s。这个速度是人造地球卫星环绕地球运行的最大速度，也是人造地球卫星的最小发射速度。第二宇宙速度，即11.2 km/s，是物体挣脱地球引力束缚的最小发射速度。第三宇宙速度：v3＝16.7 km/s，是物体挣脱太阳引力束缚的最小发射速度。这三种宇宙速度是根据卫星在天上运行的轨道，通过万有引力定律计算得出的。卫星分为近地轨道卫星与地球同步卫星。近地轨道卫星环绕地球飞行，万有引力提供卫星和地球之间的向心力，地球的自转不再影响卫星的飞行。地球同步卫星在赤道上方，这种卫星与地球同步转动。同步卫星角速度与地球自转角速度相等。在地面的人看来，卫星好像是“静止”不动的。地球同步卫星具有如下特点：一、周期一定。同步卫星绕地球的运动与地球自转同步，它的运动周期就等于地球自转的周期。二、角速度一定。同步卫星绕地球运动的角速度等于地球自转的角速度。三、轨道平面一定。所有同步卫星的轨道必在赤道所在的平面内。四、高度一定。所有同步卫星的轨道半径都相同，即在同一轨道上运动，高度确定。五、环绕速度大小一定。所有同步卫星绕地球运动的线速度的大小都是3.08 km/s，环绕方向与地球自转方向相同。2023年4月，星舰火箭首次试射，升空约150秒后失控，火箭最终解体爆炸。第二次虽然星舰火箭成功进入太空，但之后发动机失灵，触发自毁程序火箭最终爆炸。星舰首先要能够环绕地球运行，然后才有可能飞向火星。预祝马斯克的这次星舰火箭发射能圆满成功！,1,1,4,1710427032,福建
星舰作为一个火箭已经成功了作为一个可回收火箭仍需努力,0,0,9,1710427023,广东
以被火焰吞噬作为结局，这可比大烟花浪漫多了。,-1,0,3,1710426980,天津
祝贺星舰第三次发射完美成功，二级回归穿越大气层画面不要太美！（表扬一下星链让我们普通人看到这种难得的画面）spacex公司估值今天要再提高20%！预计下次发射计划：一二级火箭（海上/陆地）回收。,1,0,9,1710426976,广东
在此重复我此前的一个观点。星舰的成功，意味着中国将在未来相当长的一段时间中，处于绝对战略劣势。星舰是一个革命性的载具，它是美军有史以来最理想的战略轰炸武器。星舰一次发射，能以千万美元级的成本，向中国投射数百枚500/1000磅级弹药。其单位重量弹药的投送成本已经低于F35之类的战术飞机，而生存性，突防能力和防御难度则远远胜出。在平时，星舰可以凭借超低入轨成本垄断全球太空发射市场，建立庞大的低轨道卫星群，树立无与伦比的太空优势。并通过商业运作，以极低乃至于无的国防开支维持相当数量的星舰的日常运营。在战时，星舰使，亚轨道常规武器战略轰炸，第一次成为一个有经济性的选择。在和平时期靠商业维持的星舰机队，可以在美欧之间穿梭往返，走高弹道向中国大量投射卫星制导弹药甚至普通炸弹，且完全避开中国对星舰本体可能的轨道拦截。十艘左右规模的星舰机队，即可在一年内发起成百上千次轨道轰炸，以千米级的精度投送以十万吨计的常规炸弹，对中国的主要工业区和中心城市造成严重的损失，重创中国的长期战争潜力。星舰使美国获得了不使用大规模杀伤性武器，单纯靠常规武器战胜中国的可能性。其使用和升级战争的灵活性，使美国可以自由的控制攻击的强度和级别，击败中国而避免互相毁灭。能对抗超低入轨成本的星舰的，唯有同样超低成本的入轨手段。航天部门如果不马上急起直追，顶着n连炸把星舰抄下来，中国将不得不在单方面挨打的绝对劣势下再忍受若干年。______广告的分割线_____发个广告证明我的立场。本人原创剧本，知乎同题材断层第一作品，超高好评率，欢迎品鉴。无名之辈：《战狼4:勇闯萝莉岛》新春贺岁版,-1,5,0,1710426937,上海
美中不足的是最后回收失联了，别的都很成功,-1,0,2,1710426910,广东
正在看直播，最有活力的创新只能在自由、包容的环境里出现。,1,5,1,1710426892,北京
相信SpaceX和相信室温超导一样，存在可能性的东西不过我宁可相信室温超导一些，因为这东西起码干活的大部分是我们国家的,-1,6,0,1710426787,广东
星舰这迭代速度，第四次5月份有没有戏能看到。,-1,3,3,1710426762,江苏
SpaceX的“星舰”重型运载火箭近日成功完成了第三次试飞，马斯克对此表示祝贺，并指出星舰已经达到了环绕速度。这次试飞的成功不仅是对SpaceX技术实力的一次展示，也对未来太空探索的蓝图增添了几分期待。以下是此次试飞的几个看点：技术创新：星舰是目前为止建造的最大最强大的火箭，高达120米，全加满燃料时重量约5000公吨。这不仅是一次技术的飞跃，也显示了SpaceX在重型运载火箭领域的领先地位。其采用了33个引擎的超级助推器和一个能够搭载多达100名宇航员的巡航飞船。飞行策略：与NASA相比，SpaceX采取了更加激进的飞行测试策略。他们不在实验室或测试台上进行测试，而是将飞行硬件置于真实飞行环境中，通过实际飞行来获取数据和经验，从而更好地完善技术。太空探索的未来：星舰的设计目标是能够将宇航员送往月球甚至火星。这标志着人类对太空探索的新阶段，有望开启月球和火星定居的可能性。风险管理：在第三次试飞前，SpaceX已经明确指出每次飞行测试都是在真实环境下的尝试，并有可能发生爆炸等意外。这种对风险的坦诚态度和应对策略，在某种程度上展示了SpaceX在进行高风险探索时的严谨性和专业度。持续进步：尽管前两次试飞以爆炸告终，但SpaceX并未因此停步。每次试飞都为公司提供了宝贵的数据，帮助他们不断改进设计，这次第三次成功的试飞就是不懈努力和持续进步的结果。,1,0,0,1710426761,北京
#SpaceX星舰一二级火箭成功分离##马斯克# SpaceX星舰滑行太空，一二级已经分离，二级溅于印度洋。https://www.zhihu.com/video/1751736607764631552,1,0,6,1710426740,上海
意料之外的惊喜是再入大气的直播，这可不多见,1,0,3,1710426705,江苏
8点55分，一直在看直播，9点25发射，还有半个小时，现场应在加注燃料，预祝发射成功！今天也是spaceX成立二十周年，所以三飞对spaceX意义重大。另外，今天也是阿尔伯特·爱因斯坦的诞辰。(1879年3月14日)这次发射在SpaceX位于得克萨斯州博卡奇卡的发射场进行。SpaceX公司表示，第三次发射的目标是在太空中点燃星舰的一个猛禽发动机，打开和关闭运载工具的有效载荷门，还希望在轨道上的两个星舰加油站之间转移推进剂。此外，该公司还表示，希望这次星舰能够在受控的状态下重返大气层。回顾一下前两次试飞，第一次试飞，火箭在升空几分钟后爆炸。火箭升空后即发现一级有多台发动机工作不正常，升空2分30秒后火箭姿态失稳并开始旋转，最终解体爆炸，发射宣告失败。第二次试飞，星舰实现了第一级助推器和上层飞船的分离。可惜第二级飞船成功地与第一级飞船热级分离后，在飞行一段时间后发生了爆炸。马斯克概述称在升空过程中，SpaceX 将液氧和甲烷完全注入了 Starship 星舰的第二级，导致在飞行过程中排出这些氧气，从而导致爆炸。为了解决这些问题，SpaceX 在硬件上进行了一些改进。他们指出，“我们已经完成了这些措施，并指出公司‘在即将到来的星舰上实施了硬件改动，以减少泄漏、提高防火性能，并改进与推进剂排放相关的操作，以提高可靠性’。”此次(第三次)试飞中，计划首次在太空中对猛禽发动机进行重新点火等测试。还有15分钟，这现场画面好清晰，视角极佳。点火发射，发动机非常稳，2分42秒，一、二级分离，分离成功。1，2级都非常成功，2级很稳定，6分30秒左右开始减速，发动机关机顺利，随后调整姿态(一级回正)。8分30秒左右关机成功。随后在轨进行其他测试，16分20秒左右舱门打开，24分31秒进行推进剂转移实验，推进剂转移实验成功，舱门关闭，之后进行其它在轨实验，40多分钟时会进行再度点火演示。调整姿态，再度点火，二级再入！火焰视角，姿态与遥测不一致，后续没有信号，应该不可控入(撞)海了。总结：超出预期，上次的问题解决了，部分发动机出现熄火情况，返回阶段出现问题，...，详见后续的官方报告。至此，火箭的完全复用成功的向前迈进一步，祝贺！以上。,1,0,21,1710426688,浙江
一次比一次有进步啊,-1,0,0,1710426617,山西
星舰的进度也未免太快了，这才一年左右啊。妈蛋，这样下去，咱们被越拉越远了。,0,18,12,1710426591,江苏
人类之光,1,1,3,1710426538,广东
2023年4月20日，星舰进行第一次试飞，不幸的是，三台发动机未能启动，第一次试飞因缺乏足够的推力矢量控制，在火箭进入超音速状态后，没能及时分离最后失控，星舰第一次试飞失败。2023年11月18日，星舰进行第二次试飞，初级阶段很顺利，但在热分离后，星舰意外没能按计划飞行，第二次试飞以失败告终。从以上时间点可以看出，星舰第一次试飞到第二次试飞，期间才隔了7个月，今天的时间是2024年3月14日，距离第二次试飞仅仅过了4个月。这次星舰试飞的目的，是为了进一步优化相关功能，例如星舰滑行阶段进行推进剂转移演示、受控重入大气层等。别看前两次星舰试飞失败就唱衰，人家可是吸取了前两次经验，优化了排气口、焊缝、隔热材料、脚手架、密封箱、推进剂舱口等配件，还把液压动力矢量控制系统换成了先进的电动推力矢量控制系统，在精准度上又上升了一个台阶。此外，为了保障信号不中断，这回星舰的推进器和上面级都安装了Starlink终端，保障星舰在穿越黑障时仍然能提高通讯信号。这次星舰的轨道相比于前两次有不同，因为需要尝试包括太空发动机点火等新技能，坠落地将位于印度洋。从吃瓜群众角度来看，我个人飞船佩服星舰计划，SpaceX公司是美国航天局支持的民营商业航天服务商，意在向深空探测、重型货物运输和太空旅游领域发展。从上文得知，虽然星舰第一次、第二次失败，投入的成本费用更是昂贵的离谱，但SpaceX不仅继续研发，还在短期内迅速试错迭代，只有不断从实践中才能得知哪些是短板，才能更有效的完善星舰综合性能，这放在全球范围内，都是值得令人尊敬的企业，所以星舰第三次试飞，不管成功与否，对人类而言都具有非凡价值意义。,1,0,6,1710426490,江苏
根据环球网，据美国有线电视新闻网等媒体报道，当地时间14日，美国太空探索技术公司（SpaceX公司）的“星舰”重型火箭进行第三次试飞。北京时间今日晚间，马斯克在 X（推特）平台发文向 SpaceX 团队致以祝贺，并宣布星舰（Starship）已经达到轨道速度。在火箭发射升空后，14日晚些时候，SpaceX公司创始人马斯克在社交平台上发帖称，“‘星舰’已达到环绕速度！祝贺SpaceX团队！！”据太空探索技术公司网站介绍，新一代重型运载火箭“星舰”是迄今全球体积最大、推力最强的运载火箭，总高度约120米，直径约9米。火箭由两部分组成，底部是“超级重型”助推器，高约69米，配备多台“猛禽”发动机；顶部是飞船，高约50米，可重复利用。                                                                                                                    图片截取：新浪财经（图源：SpaceX公司在社交平台上所发视频中的画面 ）                                                                                                                    图片来源：新浪财经,0,0,3,1710426380,重庆
真正的遥遥领先！,0,0,2,1710426371,北京
聊点只有航天爱好者爱听的事情：星舰其实有三件事比较重要。第一个是可回收，这没什么可说的。第二个是载重，毕竟星舰对标的是火星五号这类大家伙，但是这也说烂了，没什么好说的。第三个则是液氧甲烷，这个比较重要。因为对于现代来说，液氧甲烷可以说是下一代火箭燃料的首选，所以你可以看到诸多的航天公司都有研发该火箭燃料的内容。而之所以提到这件事，就是因为和之前的猎鹰和重猎不同的是，星舰使用的就是液氧甲烷。而这次成功发射，可以说是液氧甲烷的又一次成功实验。也可以说是为后面的各个航空公司研发液氧甲烷提供了信心。另外再就是铁皮火箭这件事，也等于说是给其他火箭公司趟平了路，知道这条路可以走，并且也有未来。当然，这次成功发射，我认为最大的功臣应该是FAA，但凡他们和上次一样恶心一点，这次发射就不知道得延迟到什么时候。至于说星舰四号什么时候发射，保守估计六个月内，激进估计两个月内。毕竟你们看FAA没为难，从二号到三号也经历了三个月。所以基本上今年年内能发射到五号到六号就差不多，能用至少得等到26年再说。,1,3,22,1710426356,四川
科学无国界，美国为什么打压中国？全人类的进步，那美国为什么要阻挠中国为全人类进步做贡献？星舰的成功，就是中国的失败。知耻而后勇，为中华之崛起继续努力。中美竞争已经到了最后阶段，美国咄咄逼人，随时可能爆发激烈冲突。国际竞争是残酷的，哥伦布发现新大陆，新大陆的人换种了。美苏争霸，苏联输了，结果国家分裂，手足相残。SpaceX 星舰将第三次试飞，涉及再入大气层等复杂任务，这对航天发展有哪些意义？,1,29,10,1710426314,福建
太美了，应该是第一次拍摄到这个镜头？,1,4,49,1710426297,福建
真厉害啊，一个私人企业能把这么大的东西发射到天上去，老马确实有一手的。契而不舍，金石可镂咋们也得加油了,1,0,5,1710426267,美国
和我月薪三千有关系吗？,-1,0,1,1710426221,安徽
任务失败，一二级全摔啦。,-1,8,3,1710426022,上海
我国发射火箭:劳民伤财，祸国殃民。马斯克发射火箭:人类之光，真正文明。这会就跟你月薪3000的有关系了？你们戏真多。,-1,19,14,1710425960,陕西
星辰大海，恭喜大宝贝发射成功,-1,0,3,1710425918,云南
也许几千上万年之后，人类的足迹已经遍布整个银河系，但是不管在哪个星球上生活的人，都会记得那个开启了星际大航海时代的伟人！,1,4,15,1710425893,重庆
左手人工智能，右手低成本大火箭，的确科技强国。当然，他也不能阻止我们清场式遥遥领先。我们死磕新能源一样有美好的未来。不过一想起被轰出现场的央视记者，深感我们似乎有更强的统治力，信心又足了很多。咱们弯道见。,-1,12,43,1710425888,重庆
"The SpaceX heavy-lift carrier rocket will launch in the third test flight throughout the universe. I am so curious about whether this launch is a milestone through the starship development. Congratulations to Elon Musk for his achievements! I hope that in the near future, we can have more Interstellar travel in the universe and explore the deep space outside the solar system. Looking forward to hearing more good news from Musk!Although it had failed two times before, as the saying goes, failure is the mother of success! Each failure is better for the next improvement of starship and reach to the final destination in the universe. All the best luck to Musk!",1,0,2,1710425881,陕西
反向毒奶日神仙,1,0,2,1710425749,广东
,0,0,0,1710425696,四川
