SpaceX「星舰」第三次试飞，达到环绕速度，重返大气层过程中失去信号，任务提前结束，有哪些看点？,gender,comments,likes,updated_time,IP
就飞行时间上来看，前两次星舰试飞的设计为持续 90 分钟——星舰飞行器达到轨道速度（如果没有真正进入轨道的话），然后再返回地球在夏威夷海岸溅落。但第三次试飞设计得更快一些——根据SpaceX官方的任务描述，如果一切按计划进行的话，星舰的上级将会在升空后约大概65 分钟左右溅落。 这个是星舰第三次试飞的飞行剖面：第三次试飞的只要目的是以SpaceX从之前的飞行中获取到的经验和知识为基础，同时尝试实现另外一些目标——包括两级的成功上升燃烧、打开和关闭星舰的有效载荷门……之类的。就飞行路线上来看球，这次星舰还将按照一条新的轨迹飞行，目标是在印度洋溅落。SpaceX 的第一次星舰飞行目标是达到 146 英里（234 公里）的高度，同时穿越一条飞行路线，目标是降落在距离夏威夷欧胡岛海岸约 140 英里（225 公里）的太平洋上。第二条飞行路线跟第一条大致相同。 新的飞行路线能够让SpaceX尝试新技术——比如太空发动机燃烧啥的。另外就是，如果SpaceX 无法在 3 月 14 日按计划发射，那可能会往后延个一到两天。不过SpaceX还表示，由于大型火箭和助推器消耗了超过 1000 万磅的超冷液态甲烷和液氧推进剂，如果第三次试飞还会有第二次尝试的话，那可能需要几天的时间才能为其星舰发射的推进剂库进行补给。毕竟要看第一次尝试加油进程是咋样的嘛。但如果由于技术故障或而推迟的话，那就说不定啥时候会发射了。,0,0,8,1710424681,四川
乔布斯搞了一个电子产品界的春晚。我们航空航天界也要有自己的春晚。马斯克现在已经拥有了一颗运力达到长征五号十倍的火箭。7000吨最大起飞重量，什么概念，往天上射驱逐舰。,-1,0,22,1710424667,上海
上上次还在讨论发动机并联上次就讨论起了热分离技术路线这次该讨论什么问题呢,0,1,2,1710424474,新疆
星舰，原名为大型猎鹰火箭（BFR），是美国太空探索技术公司（SpaceX）研发的一款大型运载火箭系统。该系统采用船箭一体化设计，包括超重火箭级和星舰飞船级。星舰的运载能力高达100吨，能够将100人送往月球、火星或其他遥远目的地，或是绕地球飞行。全长120米，起飞质量为5000吨，起飞推力7400吨，两级均可重复使用。[1]SpaceX计划采用星舰实现载人绕月飞行、前往火星等太空探索。2020年SN8星舰原型机进行飞行测试，在降落过程中的最后一刻，由于发动机推力异常，箭体失速坠地爆炸。2023年4月星舰火箭首次点火起飞，升空约两分钟后，“星舰”出现姿态摇摆，最终失控爆炸。2023年11月，SpaceX进行了第二次试验发射，火箭升空后一二级成功分离，但随后助推器和飞船先后发生爆炸。尽管星舰的发射遭遇了失败，但美国联邦航空局（FAA）仍然在2024年3月授予SpaceX公司许可，允许从得克萨斯州测试发射“星舰”火箭系统。北京时间3月14日晚上8点，SpaceX计划进行星舰超级火箭的第三次试飞。星舰的发展经历了多次试飞和失败，但SpaceX公司始终坚持创新和改进。在总结前几次发射失败的原因后，SpaceX公司对星舰进行了改进，包括对火箭发动机、飞船控制系统等方面的优化。因此，对于即将进行的第三次试飞，我们有理由保持期待。美国宇航局主导研制了SLS重型运载火箭，这种以“SLS模式”为代表的国家主导发展模式以完成任务为目标，通过严密的研制流程，确保每个产品质量。而以“SpaceX模式”为代表的商业航天模式，以产品开发为目标，通过频繁的产品迭代实现功能优化，达到缩短开发时间，节约成本的目的，缺点是失败率较高。[2]今天第三次试飞，是SpaceX“以风险换效益”的又一次尝试，不管成功还是失败，都是一次宝贵的经验。,1,0,3,1710424448,山东
真是失败头条热搜满天飞，成功闷头睡觉不报道啊这里面是真的节俭。听解说说一平方材料才3美元，无法想象航天原来可以低成本完成啊……,-1,26,84,1710424010,安徽
专业的有很多人说了，说点通俗易懂的搞搞科普。星舰之前最强大的运载火箭是土星五号。这家伙起飞重量3000吨，能把248吨载荷一次性推入近地轨道，把45吨载荷直接推入月球轨道。这个载荷能力是什么概念呢？就是只需要两次发射就能把420吨的国际空间站送入轨道。一次发射就可以把两辆装满了人的公交车送上月球。那么本次即将发射的星舰对比一下参数。起飞中奖7000吨，是土星五的两倍多。上面的S24星舰原型机重150吨，下一步要优化到100吨以内，而下面超重型火箭的最大载荷能力将达到300吨，月球轨道运载能力50吨，换句话说，只需要一次发射就能把小型空间站送入轨道，两次就能把100个人送上月球。可能有读者会看出来，星舰重量是土星五两倍，运载能力却差不多。可是问题在于成本。土星五是一次性的，一枚造价等于现在的12亿美元，等于一艘尼米兹核航母舰队的造价，用一次就扔了。这也是美国人后来不再登月和弃用土星五的原因：太废钱了。而星舰是重复使用的，多出来的重量是用于回收的。重型猎鹰火箭和飞船造价30亿美元，目前最高回收记录是100次，换句话说，等于一艘造价是3000万美元，比之土星五便宜了40倍。而且今后会把成本压缩到2亿美元，回收50次，每次送一公斤载荷成本40美元，例如我们自己想太空旅行，两万块人民币就够了。而原有火箭送一公斤成本是多少呢：20000美元，我们想去得花至少1000万人民币。这是降维打击！更有意思的是，土星五是液氧、液氢、煤油燃料。星舰是液氧、液态甲烷燃料。截止目前，火箭用液氢成本5—10万人民币一吨。航天煤油成本1万一吨，液态甲烷是5000一吨，成本又是降维打击。所以星舰的全部看点，就在于超低的成本和超大的运载能力。一旦成功，近几十年就是星舰的舞台了。,1,6,19,1710423996,贵州
只有两个字“牛逼”,-1,0,3,1710423783,未知
恭喜马斯克，今晚是见证历史的一晚。另外，B乎这热榜确定不是引战吗。,1,2,17,1710423670,北京
成功了,1,0,1,1710423607,河北
马斯克的星舰第三次发射又一次提上日程了。不同于其他国家发射火箭，马斯克定义了新的“发射成功”。只要达到目标，即便在空中化为大烟花，那也算成功。在今年2月份的一次线上直播中，马斯克表示第三次星舰试飞把星舰送入轨道的概率能达到70%到80%，要知道，达到这个目标可不容易，首先，星舰需要加速到2.82万公里每小时的速度，而去年第二次试飞时，星舰自毁前的速度只达到2.4万公里每小时。让我们复盘前两次的星舰发射; 第一次发射，助推器33个发动器没有全部点燃，星舰发射后3分钟后就无法稳定飞升，在空中失速翻滚，最终触发自毁程序，而发射架由于准备不充分，被星舰的尾焰烧蚀严重。但到11月份第二次发射，虽然也失败了，但是肉眼可见其中的进步，首先星舰与助推器热分离成功，所有的发动机都点燃，虽然助推器最后还是没能成功回收坠毁，而星舰在不久失联，但是不得不说，这为下一次发射积累了不少珍贵的经验。第二次部分的成功让人们看到，这种33台发动机同时协力运行，热分离将大重量火箭送上太空的方法是可行的。spaceX的官网公布第三次发射的目标，在完成第二次发射达到的目标以后，星舰将在太空中重新点火Raptor发动机，在太空飞行一段时间后，重新回到大气层，最终在印度洋着陆。星舰的时间表希望SpaceX不负众望，让人类早日进入星辰的大海！！！！,1,0,3,1710423496,青海
庆幸科技掌握在文明手里,-1,5,47,1710423446,广东
星舰试飞成功。星际大航海时代开启了。,-1,24,70,1710423361,未知
入亚轨了，一级回收炸了,1,1,2,1710423337,未知
"SpaceX“星舰”的第三次试飞在之前是早就有消息了的。据http://Space.com今年2月14日报道[1]，马斯克曾于今年2月12日在 X 上的一篇文章[2]中说：Starship were meant to fly and our next one launches in about 3 weeks, but I recommend waiting for a few more test flights before hopping on board。（译文：星际飞船本应飞行，我们的下一艘将在大约3周后发射，但我建议在登机前再等待几次试飞）3月5日的时候，http://Space.com继续报道称，SpaceX首席执行官埃隆·马斯克（Elon Musk）在X（前身为Twitter）上的一篇文章中写道：“星舰3号准备发射。”并且还分享了SpaceX在3月4日进行加油测试的照片（下面是其中一张）。星舰第三次发射落点没有选在前两次的太平洋夏威夷群岛附近，而是改到了印度洋。如果一切顺利，星际飞船将尝试在太空中重新点燃其猛禽发动机（Raptor engines），并最终在起飞后约一小时落入印度洋。主要看点其实还是那些，例如能不能走得更远，会不会又把自己炸成碎片等等目前的最新消息是星舰的第三次发射时间定于美国东部时间3月14日上午9点25分，即北京时间3月14日晚上9点25分。也就是说，它现在已经发射了，至于结果可能要等到北京时间晚上10点多的样子。让我们一起等待结果吧。当然，光看别人的，我其实更期待我们中国今年的表现。",1,0,4,1710423303,未知
SpaceX 6日宣布，计划最早14日进行新一代重型运载火箭“星舰”第三次试飞。说明前两次试射的问题解决了。第一次：2023年4月20日“星舰”首次试射时，在火箭一二级分离前就发生爆炸。第二次：同年11月18日，“星舰”第二次试射，火箭升空后一二级成功分离，但随后助推器和飞船先后爆炸。看得出，经第一次试射后，经历7个月的复盘及改进，第二次试射解决火箭一二级分离的问题，这次看看能否解决助推器和飞船爆炸的问题，以及有没有后续潜在问题。不到3个月的时间，第三次试飞又开始了，默认第二次的问题已经解决，因为美国联邦航空管理局在这些改进完成后才会允许下一次试射。一旦星舰成功的话，意味着什么？对当前世界各国的航空航天将是一个巨大的降维打击。当前各国的火箭技术，充其量只能同时将5-6人送到太空。100多吨的空间站，只能采用蚂蚁搬家的办法，一点点的发射。SpaceX猎鹰九号可回收火箭：成本6200万美元，最多可循环利用5次，单次发射成本1240万美元，最大运载负荷22吨，运载单位成本563美元/kg。美国航天飞机：单次发射成本4.5亿美元，最大运载负荷22.7吨，运载单位成本约2万美元/kg。而星舰的运载能力，其最大运载负荷150吨，而且可回收的次数按照马斯克的要求，将达到100次。如果星舰最终真的成功，那么其成本将会降低到2亿美元，按照其100次的回收次数，单位成本将会降低到数十美元每千克。真的是，狠起来连自己都打！也希望星舰成功，为人类的太空梦想，再进一步。,1,3,3,1710423289,未知
快科技3月14日消息，今日，马斯克旗下美国太空探索公司SpaceX宣布，计划3月14日进行星舰（Starship）第三次试飞，发射窗口在北京时间今晚20:00开始的110分钟内。据了解，在此次试飞中，SpaceX计划首次在太空中对猛禽发动机进行重新点火等测试。作为迄今为止人类建造的最庞大、最强大的火箭，星舰由两级可重复使用的部分组成。一个是配备33台猛禽发动机、被称为超重型（Super Heavy）的第一级火箭助推器，另一个是被称为星舰（Starship）的高50米的飞船。SpaceX星舰旨在将人类送往月球和火星，并执行各种其他太空飞行任务。需要说明的是，星舰在试飞过程中并非真的要上地球轨道，而是需要达到能进入地球轨道的飞行速度——至少1.75万英里/小时。在去年11月的第二次试飞中，星舰在自毁前最终达到过1.5万英里/小时的峰值速度。马斯克曾预测那次试验成功概率只有50%从去年进行的两次试验不难看出，马斯克的“快速螺旋开发”哲学也在火箭领域得到了验证。SpaceX通过快速构建原型，并送上天测试（包括最终炸掉），得以快速验证和迭代进步。去年4月的星舰首飞中，“超重”助推器的33个主发动机中出现部分故障熄火，导致星舰发射仅仅3分钟后就开始在空中翻滚，并触发自毁程序。另外，火箭超强的推力也对发射场造成重创。到了11月的第二次测试时，星舰已经完成了“超重”助推器与上部星舰航天器热分离（航天器与助推器分离前就启动发动机）的步骤。虽然助推器未能成功减速回收，航天器也在失联后自毁，但相较于第一次试飞有了明显进步。根据SpaceX官网介绍，在第二次试飞的基础上，第三次试飞将尝试更多的目标，包括打开/关闭星舰飞行器的有效载荷舱门、首次在太空中重新点火Raptor发动机。同时这次还会尝试新的飞行轨迹，星舰飞行器的水面着陆点将定位在印度洋。根据官方公布的时间表，假设一切顺利，整一套流程需要64分钟左右。,1,0,2,1710423189,江西
       在经历了两次“星舰”火箭试飞爆炸后，马斯克旗下美国太空探索技术公司（SpaceX）将于当地时间3月14日8时（北京时间20时），在克萨斯州博卡奇卡的发射场，进行第三次试飞[1]。现在看，发射时间窗口进行了调整。   “星舰”曾于2023年4月20日首次发射、11月18日再次发射，但不幸的是均发生了爆炸。第一次试飞，火箭在升空几分钟后爆炸；第二次火箭升空后一二级成功分离，但随后在实现第一级助推器和上层飞船的分离后，发生爆炸。     SpaceX「星舰」重型运载火箭三飞，除了发射时间、星舰主角、软硬件升级、发射结果等这些显而易见的区别以外，与前两飞的主要不同点在于：发射流程调整，飞行时长缩短，测试任务增多[2]。       星舰：原名大型猎鹰火箭（BFR），是由美国太空探索技术公司（SpaceX）研发的大型运载火箭系统。马斯克就是他的大老板。星舰采用船箭一体化设计，包括超重火箭级和星舰飞船级。运载能力很强，能将人送往月球、火星或其它遥远目的地，或是绕地球飞行。SpaceX计划利用星舰实现载人绕月飞行、前往火星等太空探索。SpaceX公司作为由美国航天局NASA支持并发展的民营商业航天服务商，自成立以来，其任务就是研制可重复使用的火箭和货运/载人航天器。       如果星舰发射成功，对于人类航天史具有革命性意义，因为它是目前人类历史上体积最大、推力最强的运载火箭。它也是一枚完全可重复使用的火箭，将大大降低太空活动成本，助力实现“火星梦”。,1,0,2,1710423188,未知
在2023年进行了两次扣人心弦的爆炸性试飞后，太空探索技术公司的一枚星舰火箭回到了德克萨斯州博卡奇卡星基设施的发射台上。深空火箭系统的目标是通过一个小时的综合飞行测试。如果成功，航天器将溅落在印度洋，使这艘巨大的运载工具能够进行更复杂的试飞，并最终将美国国家航空航天局的宇航员带到月球表面。周四上午，目标发射时间被多次推迟，最近一次是为了让官员有更多时间出于安全考虑，将一些任性的船只从附近的禁区中清除出来。太空探索技术公司周四表示，目前的发射目标是CT上午8:25（美国东部时间上午9:25），并补充说，该公司正在向前推进，将推进剂装载到飞行器上。美国太空探索技术公司周四早些时候表示，预计天气条件足以起飞的可能性约为70%。太空探索技术公司指出，他们正在“密切关注风向”根据太空探索技术公司周三下午发送的一封电子邮件，发射可能在110分钟的窗口期内随时进行，该窗口期将于美国东部时间周四上午8:50（东部时间上午9:50）关闭。该活动将在万众期待的起飞前约30分钟在公司网站上开始直播。太空探索技术公司认为星舰系统对其创始任务至关重要：首次将人类运送到火星。至关重要的是，美国国家航空航天局选择了星舰作为着陆器，将其宇航员运送到月球表面，执行最快将于2026年9月起飞的阿尔忒弥斯三号任务。如果在周四的试飞中一切按计划进行，超重型助推器——运载火箭的第一级或最底部——将轰鸣起来，在墨西哥湾上空翱翔。飞行近三分钟后，超重型助推器将燃烧掉大部分燃料，并脱离星舰飞船，即超重型飞船顶部的上层。助推器的目标是在海洋中进行自主、可控的着陆，而星舰飞船则使用自己的发动机继续以惊人的速度推进。瞄准轨道速度太空探索技术公司首席执行官埃隆·马斯克表示，这些早期试飞的主要目标是使星舰达到轨道速度——速度足够快，使航天器能够进入稳定的绕地球轨道。通常，这样的壮举需要超过每小时17500英里（每小时28000公里）的速度。然而，星舰不会在这次飞行中真正进入轨道。相反，根据美国联邦航空管理局发布的文件，该航天器将在印度洋硬着陆，希望距离最近的陆地超过230英里（370公里）。星舰测试和技术演示星舰在进入滑行阶段之前必须燃烧发动机大约六分钟。然后，该航天器将进行一些关键测试和技术演示。首先，星舰将尝试打开其有效载荷门——一个必须半开的舱门，太空舱才能在未来的任务中将卫星部署到太空中。然后，太空探索技术公司还将进行该公司所称的“推进剂转移演示”。根据美国国家航空航天局12月解释测试的电子邮件，目标是将星舰运载器上的一些推进剂从一个储罐转移到另一个储罐。太空探索技术公司的工程师设计了这个演示，以开始研究星舰在轨道上执行未来任务时如何加油。美国国家航空航天局阿尔忒弥斯月球任务加满飞船的燃料对星舰未来的高调任务至关重要。当星舰根据美国国家航空航天局的阿尔忒弥斯计划前往月球时，它将不得不坐在靠近地球的轨道上，因为太空探索技术公司将发射单独的运载工具，只向航天器运送燃料。为了登上月球，太空探索技术公司可能需要进行十几次加油旅行。太空探索技术公司周三获得了监管机构的批准，可以进行这项最新的试飞。在飞行约49分钟后，星舰运载工具将试图返回大海。太空探索技术公司的爆炸性试飞过程马斯克表示，与2023年的尝试相比，他更有信心这次飞行会取得成功。这一成功可能会为该公司提供关键数据，使星舰能够继续进行更困难的试飞。他最近在社交媒体上发表讲话时说：“我不想搞砸，但我认为进入轨道的可能性很好——80%。”。“当然，第三次飞行比一两次飞行要好得多。”尽管如此，太空探索技术公司的官员一再表示，该公司预计这些早期试飞的准确性不会达到100%。该公司在其网站上发布的一份声明中表示：“每一次飞行测试仍然只是一次测试。它们不是在实验室或测试台上进行的，而是将飞行硬件放在飞行环境中，以最大限度地提高学习能力。”。“这种快速迭代开发方法是SpaceX所有重大创新进步的基础。”,1,0,10,1710422260,北京
